pl_name,hostname,sy_snum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-59 c,Kepler-59,1,19h08m09.48s,287.0394932,+46d38m24.60s,46.6401677,1163.22,22.14,-21.34,14.2786,0.000239,-0.000239
Kepler-590 b,Kepler-590,1,19h45m32.53s,296.3855467,+48d14m00.30s,48.2334177,1421.81,33.53,-33.53,14.4165,0.000256,-0.000256
Kepler-591 b,Kepler-591,1,19h04m05.77s,286.024052,+48d25m54.22s,48.431729,785.137,11.113,-11.113,14.4607,0.000272,-0.000272
Kepler-592 b,Kepler-592,1,19h03m09.78s,285.7907395,+48d40m59.68s,48.6832431,1153.13,25.44,-24.38,14.6275,0.000304,-0.000304
Kepler-593 b,Kepler-593,1,19h39m48.33s,294.9513923,+48d39m04.22s,48.6511709,973.76,16.541,-16.541,14.4995,0.000283,-0.000283
Kepler-594 b,Kepler-594,1,19h15m41.21s,288.9217259,+49d45m43.29s,49.7620237,769.2,13.469,-13.469,14.7563,0.000353,-0.000353
Kepler-595 b,Kepler-595,1,19h38m16.89s,294.5703593,+50d40m22.85s,50.6730147,643.009,7.6335,-7.6335,14.7628,0.000279,-0.000279
Kepler-595 c,Kepler-595,1,19h38m16.89s,294.5703593,+50d40m22.85s,50.6730147,643.009,7.6335,-7.6335,14.7628,0.000279,-0.000279
Kepler-596 b,Kepler-596,1,19h18m00.16s,289.5006797,+51d41m08.56s,51.6857106,1023.85,23.59,-22.56,14.0136,0.000267,-0.000267
Kepler-597 b,Kepler-597,1,19h33m52.82s,293.4700919,+39d15m10.15s,39.2528182,663.418,9.072,-9.072,14.0185,0.00027,-0.00027
Kepler-598 b,Kepler-598,1,19h32m29.63s,293.1234493,+40d56m05.28s,40.9348005,681.086,10.813,-10.813,14.7207,0.000309,-0.000309
Kepler-598 c,Kepler-598,1,19h32m29.63s,293.1234493,+40d56m05.28s,40.9348005,681.086,10.813,-10.813,14.7207,0.000309,-0.000309
Kepler-599 b,Kepler-599,1,19h03m38.78s,285.9115968,+41d04m10.23s,41.0695091,558.517,7.166,-6.99,14.9483,0.00033,-0.00033
Kepler-6 b,Kepler-6,1,19h47m20.94s,296.8372475,+48d14m23.89s,48.2399695,587.039,5.071,-4.986,13.1714,0.000286,-0.000286
Kepler-60 b,Kepler-60,1,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.1,19.97,-19.22,13.9132,0.000234,-0.000234
Kepler-60 c,Kepler-60,1,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.1,19.97,-19.22,13.9132,0.000234,-0.000234
Kepler-60 d,Kepler-60,1,19h15m50.70s,288.9612535,+42d15m54.17s,42.2650472,1025.1,19.97,-19.22,13.9132,0.000234,-0.000234
Kepler-600 b,Kepler-600,1,18h55m19.93s,283.8330588,+41d58m43.09s,41.9786358,619.723,7.671,-7.488,14.701,0.000512,-0.000512
Kepler-601 b,Kepler-601,1,18h48m01.12s,282.0046852,+42d10m35.28s,42.1764657,414.825,2.4175,-2.4175,14.0013,0.000228,-0.000228
Kepler-602 b,Kepler-602,1,19h44m07.66s,296.0318985,+42d08m30.71s,42.1418634,1159.31,26.995,-26.995,14.4779,0.000253,-0.000253
Kepler-603 b,Kepler-603,1,19h37m07.43s,294.2809679,+42d17m27.35s,42.2909295,1539.63,96.82,-96.82,14.8159,0.000287,-0.000287
Kepler-603 c,Kepler-603,1,19h37m07.43s,294.2809679,+42d17m27.35s,42.2909295,1539.63,96.82,-96.82,14.8159,0.000287,-0.000287
Kepler-603 d,Kepler-603,1,19h37m07.43s,294.2809679,+42d17m27.35s,42.2909295,1539.63,96.82,-96.82,14.8159,0.000287,-0.000287
Kepler-604 b,Kepler-604,1,19h29m15.84s,292.3159795,+42d37m34.47s,42.6262429,1026.49,21.22,-20.4,14.6798,0.000287,-0.000287
Kepler-605 b,Kepler-605,1,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.58,5.241,-5.241,14.1363,0.000287,-0.000287
Kepler-605 c,Kepler-605,1,19h09m10.90s,287.2954015,+43d16m47.52s,43.2798677,556.58,5.241,-5.241,14.1363,0.000287,-0.000287
Kepler-606 b,Kepler-606,1,19h29m42.57s,292.42737,+44d22m52.47s,44.3812406,1215.11,39.75,-37.36,14.6644,0.000306,-0.000306
Kepler-607 b,Kepler-607,1,19h24m13.71s,291.0571451,+44d37m56.30s,44.632306,519.122,5.407,-5.407,14.3746,0.000247,-0.000247
Kepler-607 c,Kepler-607,1,19h24m13.71s,291.0571451,+44d37m56.30s,44.632306,519.122,5.407,-5.407,14.3746,0.000247,-0.000247
Kepler-608 b,Kepler-608,1,19h35m31.90s,293.882901,+44d38m17.06s,44.6380717,946.683,17.4735,-17.4735,14.657,0.000305,-0.000305
Kepler-609 b,Kepler-609,1,19h28m52.87s,292.2203009,+44d41m59.96s,44.6999902,1065.82,28.09,-26.7,14.8041,0.000386,-0.000386
Kepler-61 b,Kepler-61,1,19h41m13.08s,295.3044942,+42d28m31.15s,42.4753193,335.079,5,-4.858,15.0426,0.001305,-0.001305
Kepler-610 b,Kepler-610,1,19h32m41.12s,293.1713241,+45d03m56.14s,45.0655934,845.824,16.77,-16.142,14.7698,0.000436,-0.000436
Kepler-610 c,Kepler-610,1,19h32m41.12s,293.1713241,+45d03m56.14s,45.0655934,845.824,16.77,-16.142,14.7698,0.000436,-0.000436
Kepler-611 b,Kepler-611,1,19h04m01.18s,286.0049121,+45d28m49.10s,45.4803043,1395.56,39.44,-37.36,14.5717,0.00034,-0.00034
Kepler-612 b,Kepler-612,1,19h25m25.11s,291.3546278,+45d44m52.28s,45.7478551,1445.53,51.77,-48.37,14.9103,0.000333,-0.000333
Kepler-613 b,Kepler-613,1,18h51m08.84s,282.7868415,+46d14m41.94s,46.2449846,861.494,13.654,-13.242,14.5892,0.000257,-0.000257
Kepler-614 b,Kepler-614,1,19h53m32.37s,298.3848866,+46d16m33.55s,46.2759867,527.995,5.8805,-5.8805,14.5441,0.000281,-0.000281
Kepler-615 b,Kepler-615,1,18h49m48.17s,282.4506927,+46d19m16.92s,46.3213671,330,14.565,-19.994,14.3489,0.001451,-0.001451
Kepler-616 b,Kepler-616,1,19h39m57.39s,294.989137,+46d50m17.90s,46.8383058,945.775,24.0505,-24.0505,14.9475,0.000426,-0.000426
Kepler-616 c,Kepler-616,1,19h39m57.39s,294.989137,+46d50m17.90s,46.8383058,945.775,24.0505,-24.0505,14.9475,0.000426,-0.000426
Kepler-616 d,Kepler-616,1,19h39m57.39s,294.989137,+46d50m17.90s,46.8383058,945.775,24.0505,-24.0505,14.9475,0.000426,-0.000426
Kepler-617 b,Kepler-617,1,18h54m57.77s,283.7407247,+47d30m58.05s,47.5161237,173.354,0.95,-0.95,14.8277,0.000728,-0.000728
Kepler-618 b,Kepler-618,1,19h04m59.96s,286.2498525,+48d03m39.33s,48.0609256,1221.96,32.13,-32.13,14.8038,0.000359,-0.000359
Kepler-619 b,Kepler-619,1,19h23m23.78s,290.8490899,+48d24m57.52s,48.4159782,900.678,16.3815,-16.3815,14.6704,0.000451,-0.000451
Kepler-619 c,Kepler-619,1,19h23m23.78s,290.8490899,+48d24m57.52s,48.4159782,900.678,16.3815,-16.3815,14.6704,0.000451,-0.000451
Kepler-619 d,Kepler-619,1,19h23m23.78s,290.8490899,+48d24m57.52s,48.4159782,900.678,16.3815,-16.3815,14.6704,0.000451,-0.000451
Kepler-62 b,Kepler-62,1,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.7197,0.000208,-0.000208
Kepler-62 c,Kepler-62,1,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.7197,0.000208,-0.000208
Kepler-62 d,Kepler-62,1,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.7197,0.000208,-0.000208
Kepler-62 e,Kepler-62,1,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.7197,0.000208,-0.000208
Kepler-62 f,Kepler-62,1,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.7197,0.000208,-0.000208
Kepler-620 b,Kepler-620,1,19h24m38.25s,291.1593939,+51d20m05.36s,51.3348228,1355.28,46.28,-46.28,14.6381,0.000362,-0.000362
Kepler-621 b,Kepler-621,1,19h23m42.54s,290.927245,+39d54m50.82s,39.9141166,389,14.239,-15.58,14.8956,0.000701,-0.000701
Kepler-622 b,Kepler-622,1,18h57m54.83s,284.4784454,+40d55m59.42s,40.9331723,284.761,1.676,-1.656,14.6521,0.000315,-0.000315
Kepler-623 b,Kepler-623,1,19h47m56.81s,296.9867284,+47d28m38.47s,47.4773531,737.702,15.079,-14.497,14.9634,0.000388,-0.000388
Kepler-624 b,Kepler-624,1,19h40m46.41s,295.1933631,+39d32m22.90s,39.5396946,748.188,11.8425,-11.8425,13.4569,0.000202,-0.000202
Kepler-625 b,Kepler-625,1,19h28m36.11s,292.1504723,+39d38m15.09s,39.6375254,760.708,9.8,-9.559,13.2641,0.000214,-0.000214
Kepler-625 c,Kepler-625,1,19h28m36.11s,292.1504723,+39d38m15.09s,39.6375254,760.708,9.8,-9.559,13.2641,0.000214,-0.000214
Kepler-626 b,Kepler-626,1,19h14m47.68s,288.6986828,+39d42m29.54s,39.7082044,635.643,6.5075,-6.5075,13.9435,0.00025,-0.00025
Kepler-627 b,Kepler-627,1,19h28m25.01s,292.1042198,+39d46m04.29s,39.7678585,984.307,16.3345,-16.3345,13.949,0.000232,-0.000232
Kepler-629 b,Kepler-629,1,19h17m40.30s,289.4179128,+39d56m42.27s,39.9450757,372.05,1.954,-1.933,13.358,0.000378,-0.000378
Kepler-63 b,Kepler-63,1,19h16m54.31s,289.2262876,+49d32m53.81s,49.5482814,194.033,0.959,-0.949,11.5352,0.000609,-0.000609
Kepler-630 b,Kepler-630,1,19h33m42.50s,293.4270647,+39d56m32.63s,39.9423967,839.784,12.0185,-12.0185,13.8518,0.000227,-0.000227
Kepler-631 b,Kepler-631,1,19h47m32.57s,296.885724,+40d13m41.42s,40.2281717,761.966,10.7895,-10.7895,13.493,0.000277,-0.000277
Kepler-632 b,Kepler-632,1,19h49m00.63s,297.252613,+40d17m18.98s,40.288605,349,11.562,-10.796,,,
Kepler-633 b,Kepler-633,1,19h40m52.16s,295.2173259,+40d35m31.78s,40.5921599,680.54,,,,,
Kepler-633 c,Kepler-633,1,19h40m52.16s,295.2173259,+40d35m31.78s,40.5921599,680.54,,,,,
Kepler-634 b,Kepler-634,1,19h24m46.82s,291.19509,+40d42m09.85s,40.7027352,888.027,12.022,-12.022,13.4921,0.000228,-0.000228
Kepler-635 b,Kepler-635,1,19h19m05.58s,289.7732613,+40d48m02.53s,40.8007019,1141.08,23.9,-22.94,13.2638,0.000213,-0.000213
Kepler-636 b,Kepler-636,2,19h34m22.09s,293.5920614,+41d05m42.32s,41.0950891,310.301,,,,,
Kepler-637 b,Kepler-637,1,19h29m40.14s,292.4172566,+41d25m00.62s,41.4168384,786.091,9.603,-9.378,13.3288,0.000242,-0.000242
Kepler-638 b,Kepler-638,1,18h59m40.66s,284.9194213,+41d37m01.95s,41.6172093,991.214,15.856,-15.376,13.5186,0.000206,-0.000206
Kepler-639 b,Kepler-639,1,19h28m44.84s,292.1868271,+41d43m37.00s,41.726944,850.242,11.318,-11.029,13.2686,0.000223,-0.000223
Kepler-640 b,Kepler-640,1,19h44m07.73s,296.0322,+42d07m54.26s,42.1317392,557.787,4.8095,-4.8095,13.687,0.000218,-0.000218
Kepler-641 b,Kepler-641,1,19h27m17.65s,291.8235292,+42d30m58.30s,42.5161945,969.918,15.6765,-15.6765,13.7625,0.000217,-0.000217
Kepler-642 b,Kepler-642,1,19h35m20.29s,293.8345542,+42d37m29.81s,42.624948,781.582,8.592,-8.411,13.2945,0.000229,-0.000229
Kepler-643 b,Kepler-643,1,19h21m18.54s,290.3272423,+42d53m53.62s,42.8982283,1063.58,17.525,-17.525,13.7694,0.000247,-0.000247
Kepler-644 b,Kepler-644,1,19h41m54.17s,295.4757022,+43d29m35.20s,43.4931119,1318.05,36.985,-36.985,13.9601,0.000221,-0.000221
Kepler-645 b,Kepler-645,1,19h21m17.45s,290.3227098,+44d02m09.11s,44.0358625,1173.57,21.235,-21.235,14.0305,0.000346,-0.000346
Kepler-646 b,Kepler-646,1,19h21m53.15s,290.4714596,+44d23m13.35s,44.3870422,451.794,3.1815,-3.1815,13.7654,0.000208,-0.000208
Kepler-647 b,Kepler-647,1,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,1087.87,19.57,-19.57,13.9345,0.000238,-0.000238
Kepler-647 c,Kepler-647,1,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,1087.87,19.57,-19.57,13.9345,0.000238,-0.000238
Kepler-648 b,Kepler-648,1,18h55m35.91s,283.8996207,+45d01m00.89s,45.0169137,636.03,7.848,-7.848,13.9145,0.000259,-0.000259
Kepler-649 b,Kepler-649,1,19h02m37.40s,285.6558336,+45d04m46.03s,45.0794516,513.748,4.503,-4.427,13.3936,0.000195,-0.000195
Kepler-65 b,Kepler-65,1,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.9656,0.000386,-0.000386
Kepler-65 c,Kepler-65,1,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.9656,0.000386,-0.000386
Kepler-65 d,Kepler-65,1,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.9656,0.000386,-0.000386
Kepler-65 e,Kepler-65,1,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.9656,0.000386,-0.000386
Kepler-650 b,Kepler-650,1,19h16m00.23s,289.0009451,+45d09m15.47s,45.1542968,884.378,,,14.1242,0.017417,-0.017417
Kepler-651 b,Kepler-651,1,19h09m19.85s,287.3327284,+46d12m12.37s,46.2034366,509.408,3.5355,-3.5355,13.9621,0.000211,-0.000211
Kepler-652 b,Kepler-652,1,19h12m01.94s,288.0080899,+46d28m25.00s,46.4736108,394.55,2.154,-2.131,13.4353,0.000273,-0.000273
Kepler-653 b,Kepler-653,1,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.634,4.566,-4.497,13.3461,0.000233,-0.000233
Kepler-653 c,Kepler-653,1,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,595.634,4.566,-4.497,13.3461,0.000233,-0.000233
Kepler-654 b,Kepler-654,1,19h48m16.41s,297.0683931,+46d50m03.30s,46.8342497,974.124,15.821,-15.331,13.6614,0.000185,-0.000185
Kepler-655 b,Kepler-655,1,19h49m02.18s,297.2590664,+46d50m35.39s,46.843165,752.562,9.1025,-9.1025,13.4641,0.000255,-0.000255
Kepler-656 b,Kepler-656,1,19h13m18.69s,288.3278778,+47d22m53.54s,47.381538,890.352,20.856,-20.856,15.337,0.000426,-0.000426
Kepler-656 c,Kepler-656,1,19h13m18.69s,288.3278778,+47d22m53.54s,47.381538,890.352,20.856,-20.856,15.337,0.000426,-0.000426
Kepler-657 b,Kepler-657,1,19h24m47.35s,291.1973006,+47d18m27.92s,47.3077545,1691.88,79.05,-72.41,15.319,0.000387,-0.000387
Kepler-658 b,Kepler-658,1,18h51m56.07s,282.983621,+47d34m42.20s,47.5783897,388.384,5.092,-4.965,15.491,0.000504,-0.000504
Kepler-659 b,Kepler-659,1,19h10m25.96s,287.6081777,+47d30m34.88s,47.5096893,722.64,15.132,-14.535,15.5655,0.000472,-0.000472
Kepler-66 b,Kepler-66,1,19h35m55.57s,293.9815378,+46d41m15.82s,46.687728,1202.96,37.295,-37.295,15.1474,0.000705,-0.000705
Kepler-660 b,Kepler-660,1,19h12m33.19s,288.1382985,+47d43m28.43s,47.7245642,568.431,9.063,-8.788,15.2644,0.000392,-0.000392
Kepler-661 b,Kepler-661,1,18h54m50.58s,283.7107463,+47d51m47.43s,47.8631748,534.788,10.055,-9.697,15.8003,0.000606,-0.000606
Kepler-662 b,Kepler-662,1,19h21m51.62s,290.4650801,+47d55m44.85s,47.9291252,815.637,21.6475,-21.6475,15.3741,0.000444,-0.000444
Kepler-663 b,Kepler-663,1,19h51m13.97s,297.8082232,+47d56m47.88s,47.9466342,1063.09,35.35,-33.18,15.8686,0.00056,-0.00056
Kepler-664 b,Kepler-664,1,19h15m01.18s,288.7549029,+48d13m34.33s,48.226203,1210.12,43.1,-40.28,15.499,0.000434,-0.000434
Kepler-665 b,Kepler-665,1,19h48m06.14s,297.0255947,+48d28m42.84s,48.4785669,612.838,12.066,-11.616,15.4019,0.000625,-0.000625
Kepler-666 b,Kepler-666,1,19h53m49.65s,298.4568899,+48d47m29.73s,48.7915925,1508.71,59.33,-55.07,15.3405,0.000434,-0.000434
Kepler-667 b,Kepler-667,1,19h42m13.20s,295.5549918,+49d01m02.26s,49.0172956,2302.45,154.27,-136.4,15.3616,0.000435,-0.000435
Kepler-668 b,Kepler-668,1,19h01m59.83s,285.4992845,+49d16m38.18s,49.2772713,784.618,17.068,-16.369,15.2931,0.000681,-0.000681
Kepler-669 b,Kepler-669,1,19h27m44.68s,291.9361615,+49d15m14.21s,49.2539473,2063.41,147.43,-129.4,15.4817,0.000504,-0.000504
Kepler-67 b,Kepler-67,1,19h36m36.80s,294.1533505,+46d09m59.03s,46.1663976,1131.19,70.63,-62.92,16.1723,0.000783,-0.000783
Kepler-670 b,Kepler-670,1,19h48m03.71s,297.0154644,+49d13m31.08s,49.2252988,939.744,18.25,-17.58,15.0268,0.000511,-0.000511
Kepler-671 b,Kepler-671,1,19h37m03.78s,294.2657519,+49d18m50.74s,49.3140933,1168.26,43.81,-40.8,15.3578,0.000461,-0.000461
Kepler-672 b,Kepler-672,1,19h26m53.28s,291.7219993,+49d28m51.06s,49.4808492,1033.93,21.795,-21.795,15.1312,0.000325,-0.000325
Kepler-673 b,Kepler-673,1,19h23m08.58s,290.7857595,+50d03m14.60s,50.0540561,918.21,22.254,-21.242,15.5056,0.000415,-0.000415
Kepler-674 b,Kepler-674,1,19h00m42.28s,285.1761864,+50d08m58.88s,50.1496897,342.254,3.293,-3.232,15.1272,0.000439,-0.000439
Kepler-675 b,Kepler-675,1,19h35m20.03s,293.8334488,+50d13m49.25s,50.2303479,665.68,13.6185,-13.6185,15.3356,0.000522,-0.000522
Kepler-676 b,Kepler-676,1,19h44m53.29s,296.2220259,+50d17m14.51s,50.2873626,295.196,2.8065,-2.8065,15.8791,0.000942,-0.000942
Kepler-677 b,Kepler-677,1,19h20m23.53s,290.0980478,+50d19m17.66s,50.3215731,1954.08,109.21,-98.45,15.297,0.000402,-0.000402
Kepler-678 b,Kepler-678,1,19h41m49.26s,295.4552577,+50d29m40.23s,50.4945093,1826.15,85.25,-78.1,15.0614,0.000424,-0.000424
Kepler-679 b,Kepler-679,1,19h44m05.12s,296.0213374,+50d34m04.09s,50.5678019,922.244,25.397,-24.094,15.5291,0.000476,-0.000476
Kepler-68 b,Kepler-68,2,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,9.93355,0.000313,-0.000313
Kepler-68 c,Kepler-68,2,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,9.93355,0.000313,-0.000313
Kepler-68 d,Kepler-68,2,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,9.93355,0.000313,-0.000313
Kepler-68 e,Kepler-68,2,19h24m07.75s,291.0323102,+49d02m24.77s,49.0402129,144.166,0.436,-0.434,9.93355,0.000313,-0.000313
Kepler-680 b,Kepler-680,1,19h26m29.37s,291.622381,+50d37m05.45s,50.6181793,1492.48,54.79,-51.12,15.2152,0.000357,-0.000357
Kepler-681 b,Kepler-681,1,19h17m35.94s,289.3997364,+51d15m00.87s,51.2502428,686.923,11.227,-10.878,15.2271,0.000372,-0.000372
Kepler-682 b,Kepler-682,1,19h16m26.93s,289.1122204,+51d44m14.49s,51.7373589,1979.25,104.85,-95,15.1172,0.000438,-0.000438
Kepler-683 b,Kepler-683,1,19h25m45.59s,291.4399598,+37d54m20.27s,37.9056293,1023.07,30.1905,-30.1905,15.0008,0.000388,-0.000388
Kepler-684 b,Kepler-684,1,19h23m28.92s,290.8704935,+38d16m24.95s,38.2735978,1731.27,89.345,-89.345,15.5793,0.000409,-0.000409
Kepler-685 b,Kepler-685,1,19h35m29.26s,293.8719143,+38d25m22.51s,38.4229184,938.715,30.934,-30.934,15.0191,0.0004,-0.0004
Kepler-686 b,Kepler-686,1,19h00m51.32s,285.213819,+39d01m38.88s,39.027466,1490.94,67.81,-62.26,15.5242,0.000448,-0.000448
Kepler-687 b,Kepler-687,1,19h17m15.71s,289.3154576,+39d09m11.85s,39.1532911,633.66,11.676,-11.267,15.3943,0.000542,-0.000542
Kepler-688 b,Kepler-688,1,19h38m37.26s,294.6552312,+39d18m30.04s,39.3083446,1357.75,61.62,-56.58,15.7323,0.000454,-0.000454
Kepler-689 b,Kepler-689,1,19h38m50.55s,294.7106347,+39d31m18.11s,39.5216975,1131.73,50.56,-46.47,15.592,0.000452,-0.000452
Kepler-69 b,Kepler-69,1,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.625,7.6555,-7.6555,13.712,0.000192,-0.000192
Kepler-69 c,Kepler-69,1,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,730.625,7.6555,-7.6555,13.712,0.000192,-0.000192
Kepler-690 b,Kepler-690,1,19h37m57.58s,294.4899225,+39d46m17.31s,39.7714758,1665.31,116.04,-102.07,15.6723,0.000502,-0.000502
Kepler-691 b,Kepler-691,1,19h15m14.82s,288.8117314,+40d01m59.63s,40.0332311,279.115,3.434,-3.353,15.8385,0.000694,-0.000694
Kepler-692 b,Kepler-692,1,19h39m06.43s,294.7768068,+40d09m13.33s,40.1537027,991.336,34.354,-32.163,15.5495,0.00048,-0.00048
Kepler-693 b,Kepler-693,2,18h53m00.85s,283.253527,+40d21m29.58s,40.3582155,1151.51,57.13,-52.06,16.414,0.000619,-0.000619
Kepler-694 b,Kepler-694,1,19h24m35.89s,291.1495269,+40d25m13.64s,40.4204569,1023.06,30.36,-28.68,15.0857,0.000376,-0.000376
Kepler-695 b,Kepler-695,1,19h57m15.86s,299.3160934,+40d49m20.57s,40.8223815,842.947,21.529,-20.501,15.1132,0.000342,-0.000342
Kepler-696 b,Kepler-696,1,19h33m59.18s,293.4965906,+41d08m15.23s,41.1375635,1416.44,55.635,-55.635,15.2389,0.000362,-0.000362
Kepler-697 b,Kepler-697,1,18h55m27.45s,283.8643937,+41d20m46.99s,41.3463859,1277.33,49.55,-46.03,15.5462,0.000496,-0.000496
Kepler-698 b,Kepler-698,1,19h14m02.40s,288.5099994,+41d18m06.29s,41.3017465,1995.57,107,-96.84,15.432,0.000407,-0.000407
Kepler-7 b,Kepler-7,1,19h14m19.56s,288.5814928,+41d05m23.04s,41.0897335,922.562,20.605,-19.739,12.8649,0.000318,-0.000318
Kepler-700 b,Kepler-700,1,19h08m37.01s,287.154224,+41d33m56.80s,41.5657775,1491.76,60.51,-56.05,15.1916,0.000393,-0.000393
Kepler-701 b,Kepler-701,1,19h15m58.60s,288.99418,+41d37m59.93s,41.6333125,774.152,13.379,-12.941,14.9683,0.000403,-0.000403
Kepler-702 b,Kepler-702,1,19h35m30.74s,293.8781041,+41d39m42.21s,41.6617245,992.071,29.1865,-29.1865,15.3098,0.000413,-0.000413
Kepler-703 b,Kepler-703,1,19h56m44.85s,299.1868586,+41d44m33.72s,41.742699,1156.83,48.89,-45.14,15.2533,0.000579,-0.000579
Kepler-704 b,Kepler-704,1,18h53m15.93s,283.3163671,+41d50m13.54s,41.8370942,1228.83,45.68,-42.57,15.2487,0.000433,-0.000433
Kepler-705 b,Kepler-705,1,19h18m02.05s,289.5085612,+41d48m43.28s,41.8120234,276.881,3.858,-3.755,15.8521,0.00072,-0.00072
Kepler-707 b,Kepler-707,1,19h20m01.82s,290.007564,+42d06m59.29s,42.1164698,591.776,7.052,-6.892,14.9969,0.000331,-0.000331
Kepler-708 b,Kepler-708,1,19h35m15.95s,293.8164588,+42d12m45.06s,42.2125159,1394.22,58.435,-58.435,15.5076,0.000416,-0.000416
Kepler-709 b,Kepler-709,1,19h28m25.27s,292.105272,+42d22m49.11s,42.3803077,664.843,11.739,-11.739,15.1971,0.00051,-0.00051
Kepler-710 b,Kepler-710,1,19h27m51.39s,291.9641255,+42d41m46.07s,42.6961308,1448.34,43.61,-43.61,15.0109,0.000321,-0.000321
Kepler-711 b,Kepler-711,1,19h49m50.41s,297.4600468,+42d50m23.34s,42.8398172,624.575,11.327,-10.937,15.3293,0.000416,-0.000416
Kepler-712 b,Kepler-712,1,19h39m38.32s,294.9096739,+42d56m06.72s,42.9351987,872.493,32.541,-32.541,15.8543,0.000565,-0.000565
Kepler-712 c,Kepler-712,1,19h39m38.32s,294.9096739,+42d56m06.72s,42.9351987,872.493,32.541,-32.541,15.8543,0.000565,-0.000565
Kepler-713 b,Kepler-713,1,19h42m36.33s,295.6513819,+43d01m47.20s,43.0297781,1089.87,32.81,-30.98,15.0191,0.000333,-0.000333
Kepler-714 b,Kepler-714,1,18h50m47.87s,282.6994685,+43d16m21.88s,43.2727437,2083.37,98.44,-90.11,15.2407,0.000402,-0.000402
Kepler-715 b,Kepler-715,1,18h54m31.39s,283.6307971,+43d22m45.71s,43.3793638,1327.44,48.96,-45.66,15.0333,0.000422,-0.000422
Kepler-716 b,Kepler-716,1,19h21m34.36s,290.3931809,+43d21m49.89s,43.3638577,635.009,8.895001,-8.657,15.1555,0.000364,-0.000364
Kepler-716 c,Kepler-716,1,19h21m34.36s,290.3931809,+43d21m49.89s,43.3638577,635.009,8.895001,-8.657,15.1555,0.000364,-0.000364
Kepler-717 b,Kepler-717,1,19h31m51.72s,292.9655071,+43d20m46.84s,43.346345,2805.48,310.635,-310.635,15.6239,0.000533,-0.000533
Kepler-718 b,Kepler-718,1,19h58m14.85s,299.5618676,+43d30m12.66s,43.5035173,1302.33,48.46,-45.16,15.2456,0.000496,-0.000496
Kepler-719 b,Kepler-719,1,19h42m08.66s,295.5360628,+43d53m03.88s,43.8844116,2497.51,269.1,-222.42,15.9037,0.000641,-0.000641
Kepler-720 b,Kepler-720,1,19h54m32.56s,298.6356478,+44d10m15.38s,44.1709388,1065.37,37.63,-35.18,15.1635,0.000362,-0.000362
Kepler-721 b,Kepler-721,1,18h57m43.32s,284.4305132,+44d28m49.36s,44.4803776,926.598,35.076,-32.65,15.6428,0.000466,-0.000466
Kepler-722 b,Kepler-722,1,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,1239.5,47.37,-44.07,15.3733,0.000544,-0.000544
Kepler-722 c,Kepler-722,1,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,1239.5,47.37,-44.07,15.3733,0.000544,-0.000544
Kepler-723 b,Kepler-723,1,18h59m19.31s,284.8304434,+44d39m29.14s,44.6580932,1071.8,,,15.201,0.000496,-0.000496
Kepler-724 b,Kepler-724,1,19h33m49.16s,293.4548441,+44d47m34.02s,44.7927823,853.119,20.172,-20.172,15.1206,0.000376,-0.000376
Kepler-725 b,Kepler-725,1,18h55m54.60s,283.9774949,+44d48m41.62s,44.8115613,758.469,13.877,-13.396,14.9929,0.000722,-0.000722
Kepler-726 b,Kepler-726,1,19h26m52.15s,291.7172776,+44d53m14.45s,44.8873466,762.081,14.252,-13.748,15.035,0.000346,-0.000346
