pl_name,hostname,sy_snum,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-463 b,Kepler-463,1,19h55m44.84s,298.9368228,+44d51m28.31s,44.8578644,394.804,3.53,-3.47,12.86,0.00023,-0.00023
Kepler-464 b,Kepler-464,1,19h39m20.43s,294.8351052,+48d58m56.35s,48.9823204,667.604,9.721,-9.451,12.6717,0.00016,-0.00016
Kepler-465 b,Kepler-465,1,18h58m13.39s,284.5557853,+46d03m49.99s,46.0638865,553.077,6.997,-6.827,12.5914,0.000189,-0.000189
Kepler-466 b,Kepler-466,1,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,530.122,,,12.7632,0.00024,-0.00024
Kepler-466 c,Kepler-466,1,19h42m35.68s,295.6486585,+48d29m43.87s,48.4955191,530.122,,,12.7632,0.00024,-0.00024
Kepler-467 b,Kepler-467,1,19h09m27.10s,287.3629145,+38d38m59.04s,38.6497341,466.265,5.109,-5.002,12.359,0.000144,-0.000144
Kepler-468 b,Kepler-468,1,19h15m36.55s,288.9022829,+49d22m13.47s,49.3704079,442.871,2.999,-2.999,13.7299,0.000698,-0.000698
Kepler-47 b,Kepler-47,2,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02,30.6445,-30.6445,15.1626,0.00069,-0.00069
Kepler-47 c,Kepler-47,2,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02,30.6445,-30.6445,15.1626,0.00069,-0.00069
Kepler-47 d,Kepler-47,2,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02,30.6445,-30.6445,15.1626,0.00069,-0.00069
Kepler-471 b,Kepler-471,1,19h56m23.40s,299.0975167,+43d29m51.31s,43.4975851,1249.41,24.04,-23.18,13.7887,0.000232,-0.000232
Kepler-472 b,Kepler-472,1,19h46m05.88s,296.5245187,+39d14m59.46s,39.2498503,306.602,1.906,-1.906,13.6698,0.000246,-0.000246
Kepler-473 b,Kepler-473,1,19h06m31.22s,286.6300796,+38d56m44.13s,38.9455907,905.937,12.339,-12.017,13.3691,0.000206,-0.000206
Kepler-474 b,Kepler-474,1,19h29m17.16s,292.3215174,+43d52m52.22s,43.8811723,841.496,10.999,-10.999,13.4689,0.000217,-0.000217
Kepler-475 b,Kepler-475,1,19h08m12.41s,287.051694,+40d12m41.12s,40.2114232,280.069,1.173,-1.162,13.3163,0.000198,-0.000198
Kepler-476 b,Kepler-476,1,19h40m39.30s,295.1637592,+43d57m47.06s,43.9630716,813.535,,,13.8596,0.00248,-0.00248
Kepler-477 b,Kepler-477,2,19h12m16.19s,288.067445,+42d21m19.10s,42.355305,367,10.155,-11.229,,,
Kepler-478 b,Kepler-478,1,19h29m56.88s,292.4870063,+46d11m46.27s,46.196187,420,14.537,-13.995,13.9672,0.001501,-0.001501
Kepler-479 b,Kepler-479,1,19h24m05.25s,291.0218899,+37d46m11.54s,37.7698734,344.901,1.966,-1.966,13.544,0.000232,-0.000232
Kepler-48 b,Kepler-48,1,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.0772,0.000263,-0.000263
Kepler-48 c,Kepler-48,1,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.0772,0.000263,-0.000263
Kepler-48 d,Kepler-48,1,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.0772,0.000263,-0.000263
Kepler-48 e,Kepler-48,1,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.0772,0.000263,-0.000263
Kepler-48 f,Kepler-48,1,19h56m33.43s,299.1393094,+40d56m56.18s,40.948939,306.738,1.825,-1.804,13.0772,0.000263,-0.000263
Kepler-480 b,Kepler-480,1,19h37m51.34s,294.4639165,+49d45m54.17s,49.7650473,847.508,11.577,-11.274,13.2113,0.000249,-0.000249
Kepler-481 b,Kepler-481,1,19h27m37.68s,291.9069862,+49d15m43.47s,49.262076,813.724,11.784,-11.784,13.8151,0.000239,-0.000239
Kepler-482 b,Kepler-482,1,19h47m17.50s,296.8229326,+48d06m27.95s,48.1077628,313.068,2.2585,-2.2585,13.7621,0.000427,-0.000427
Kepler-483 b,Kepler-483,1,19h26m35.23s,291.6467764,+41d53m04.86s,41.8846843,860.355,10.183,-10.183,13.3892,0.000223,-0.000223
Kepler-484 b,Kepler-484,1,18h57m34.63s,284.3942844,+46d14m56.80s,46.2491109,382.136,2.819,-2.779,13.0002,0.000687,-0.000687
Kepler-485 b,Kepler-485,1,19h39m59.12s,294.9963415,+50d28m12.16s,50.4700458,1140.95,26.315,-26.315,14.8981,0.0004,-0.0004
Kepler-487 b,Kepler-487,1,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.343,21.335,-20.356,15.0647,0.0004,-0.0004
Kepler-487 c,Kepler-487,1,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.343,21.335,-20.356,15.0647,0.0004,-0.0004
Kepler-487 d,Kepler-487,1,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,872.343,21.335,-20.356,15.0647,0.0004,-0.0004
Kepler-489 b,Kepler-489,1,19h23m19.98s,290.8332412,+38d11m03.07s,38.1841851,369.645,2.297,-2.297,14.0178,0.000289,-0.000289
Kepler-49 b,Kepler-49,1,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,15.2293,0.000537,-0.000537
Kepler-49 c,Kepler-49,1,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,15.2293,0.000537,-0.000537
Kepler-49 d,Kepler-49,1,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,15.2293,0.000537,-0.000537
Kepler-49 e,Kepler-49,1,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,311.222,2.53,-2.49,15.2293,0.000537,-0.000537
Kepler-490 b,Kepler-490,1,19h40m06.16s,295.025662,+46d57m21.43s,46.9559536,1523,64.625,-64.625,14.8173,0.000477,-0.000477
Kepler-491 b,Kepler-491,1,19h08m31.34s,287.1305782,+42d21m00.55s,42.3501533,630.785,6.431,-6.305,13.9616,0.000225,-0.000225
Kepler-493 b,Kepler-493,1,19h41m13.81s,295.3075252,+38d52m53.66s,38.8815716,1745.77,77.56,-71.33,15.0352,0.000574,-0.000574
Kepler-495 b,Kepler-495,1,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,658.924,8.899,-8.67,14.6074,0.000292,-0.000292
Kepler-495 c,Kepler-495,1,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,658.924,8.899,-8.67,14.6074,0.000292,-0.000292
Kepler-496 b,Kepler-496,1,19h26m33.82s,291.6408978,+41d14m27.98s,41.2411044,605.274,8.821,-8.821,14.796,0.00034,-0.00034
Kepler-497 b,Kepler-497,1,19h23m03.83s,290.7659557,+38d55m40.61s,38.9279468,1291.98,,,15.0987,0.000465,-0.000465
Kepler-498 b,Kepler-498,1,19h21m25.96s,290.3581592,+44d31m07.40s,44.5187225,938.844,15.993,-15.993,14.2463,0.000265,-0.000265
Kepler-499 b,Kepler-499,1,19h40m26.39s,295.1099549,+43d54m54.36s,43.9151012,556.726,6.914,-6.749,14.349,0.000247,-0.000247
Kepler-5 b,Kepler-5,1,19h57m37.69s,299.4070341,+44d02m06.14s,44.0350387,899.777,16.774,-16.181,13.2263,0.000286,-0.000286
Kepler-50 b,Kepler-50,1,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,250.11,1.876,-1.848,10.3621,0.00045,-0.00045
Kepler-50 c,Kepler-50,1,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,250.11,1.876,-1.848,10.3621,0.00045,-0.00045
Kepler-500 b,Kepler-500,1,19h43m48.32s,295.9513472,+43d51m07.16s,43.8519884,807.48,12.123,-12.123,14.1736,0.000266,-0.000266
Kepler-501 b,Kepler-501,1,19h48m48.36s,297.2014919,+41d43m48.55s,41.7301534,1125.24,27.06,-25.85,14.7303,0.000319,-0.000319
Kepler-501 c,Kepler-501,1,19h48m48.36s,297.2014919,+41d43m48.55s,41.7301534,1125.24,27.06,-25.85,14.7303,0.000319,-0.000319
Kepler-502 b,Kepler-502,1,19h24m19.23s,291.080133,+43d51m36.69s,43.8601911,1591.04,55.17,-51.65,14.9719,0.000359,-0.000359
Kepler-504 b,Kepler-504,2,18h59m41.27s,284.9219608,+45d58m20.38s,45.9723265,99.0688,0.3039,-0.302,14.4582,0.000389,-0.000389
Kepler-505 b,Kepler-505,1,19h11m25.91s,287.857953,+42d32m33.63s,42.5426758,283.41,1.792,-1.792,15.115,0.000364,-0.000364
Kepler-506 b,Kepler-506,1,18h58m32.45s,284.6351885,+40d43m11.39s,40.7198296,228.439,1.353,-1.338,10.7836,0.000271,-0.000271
Kepler-507 b,Kepler-507,1,19h48m04.51s,297.0188074,+50d24m32.57s,50.409046,391.644,3.246,-3.195,11.9224,0.000164,-0.000164
Kepler-508 b,Kepler-508,1,19h41m37.02s,295.4042546,+42d58m52.60s,42.9812789,324.618,2.548,-2.509,11.6039,0.000293,-0.000293
Kepler-509 b,Kepler-509,1,19h18m39.45s,289.664394,+48d42m22.19s,48.706165,332.443,3.781,-3.698,11.7836,0.000233,-0.000233
Kepler-51 b,Kepler-51,1,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,13.669,-13.218,14.6777,0.000449,-0.000449
Kepler-51 c,Kepler-51,1,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,13.669,-13.218,14.6777,0.000449,-0.000449
Kepler-51 d,Kepler-51,1,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.831,13.669,-13.218,14.6777,0.000449,-0.000449
Kepler-510 b,Kepler-510,1,19h10m37.20s,287.6550196,+39d14m39.02s,39.2441716,386.177,3.778,-3.707,11.9222,0.000172,-0.000172
Kepler-511 b,Kepler-511,1,18h51m46.93s,282.9455384,+47d34m29.71s,47.5749181,651.999,10.462,-10.143,12.5832,0.000186,-0.000186
Kepler-511 c,Kepler-511,1,18h51m46.93s,282.9455384,+47d34m29.71s,47.5749181,651.999,10.462,-10.143,12.5832,0.000186,-0.000186
Kepler-512 b,Kepler-512,1,19h53m04.54s,298.2689217,+48d55m00.26s,48.9167391,467.375,4.888,-4.789,12.6135,0.000211,-0.000211
Kepler-513 b,Kepler-513,1,19h00m09.99s,285.0416235,+50d04m31.41s,50.0753913,468.258,4.529,-4.443,12.8822,0.000257,-0.000257
Kepler-514 b,Kepler-514,2,19h04m59.32s,286.2471739,+50d14m32.53s,50.2423694,455.336,4.984,-4.879,12.1325,0.00016,-0.00016
Kepler-515 b,Kepler-515,2,19h21m58.54s,290.493913,+52d03m20.20s,52.055611,255,10.467,-9.17,,,
Kepler-516 b,Kepler-516,1,19h42m26.10s,295.6087625,+38d44m08.65s,38.7357368,687.094,14.115,-13.567,11.9642,0.000175,-0.000175
Kepler-517 b,Kepler-517,2,19h34m42.12s,293.6755138,+41d17m42.74s,41.2952061,289.907,2.07,-2.041,12.1297,0.000169,-0.000169
Kepler-518 b,Kepler-518,1,19h08m21.60s,287.090019,+41d22m25.53s,41.3737576,337.901,2.922,-2.874,12.5097,0.000265,-0.000265
Kepler-519 b,Kepler-519,2,19h57m16.72s,299.3196708,+41d23m05.08s,41.3847447,246.61,1.454,-1.437,12.6181,0.000723,-0.000723
Kepler-52 b,Kepler-52,1,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.542,2.42,-2.383,15.0589,0.00068,-0.00068
Kepler-52 c,Kepler-52,1,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.542,2.42,-2.383,15.0589,0.00068,-0.00068
Kepler-52 d,Kepler-52,1,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.542,2.42,-2.383,15.0589,0.00068,-0.00068
Kepler-520 b,Kepler-520,1,19h32m43.27s,293.1802903,+41d37m03.87s,41.6177408,623.901,,,12.7602,0.000236,-0.000236
Kepler-520 c,Kepler-520,1,19h32m43.27s,293.1802903,+41d37m03.87s,41.6177408,623.901,,,12.7602,0.000236,-0.000236
Kepler-521 b,Kepler-521,1,19h55m15.93s,298.8163801,+43d59m52.87s,43.9980203,830.638,14.349,-13.879,12.8908,0.000321,-0.000321
Kepler-522 b,Kepler-522,1,19h12m36.95s,288.153973,+44d04m07.74s,44.0688154,639.239,10.417,-10.093,12.1457,0.000164,-0.000164
Kepler-523 b,Kepler-523,1,18h56m14.67s,284.0611224,+45d30m24.53s,45.5068127,253.295,1.633,-1.613,12.481,0.000514,-0.000514
Kepler-524 b,Kepler-524,1,19h47m26.20s,296.8591787,+49d09m43.25s,49.1620125,1058.24,14.93,-14.93,13.8868,0.000199,-0.000199
Kepler-524 c,Kepler-524,1,19h47m26.20s,296.8591787,+49d09m43.25s,49.1620125,1058.24,14.93,-14.93,13.8868,0.000199,-0.000199
Kepler-525 b,Kepler-525,1,19h44m44.02s,296.1834239,+47d21m31.60s,47.3587776,992.852,15.738,-15.263,13.4906,0.000197,-0.000197
Kepler-526 b,Kepler-526,1,19h50m36.22s,297.6509281,+47d23m46.41s,47.3962246,666.146,8.142,-7.952,13.0384,0.000324,-0.000324
Kepler-527 b,Kepler-527,1,19h23m49.90s,290.957913,+47d24m22.56s,47.4062673,750.04,7.677,-7.526,13.334,0.000229,-0.000229
Kepler-528 b,Kepler-528,1,19h42m44.37s,295.6848595,+47d44m53.13s,47.7480914,784.23,9.736,-9.736,13.9033,0.000229,-0.000229
Kepler-529 b,Kepler-529,1,19h03m33.22s,285.8884067,+47d52m49.31s,47.880364,799.008,,,13.7399,0.00062,-0.00062
Kepler-529 c,Kepler-529,1,19h03m33.22s,285.8884067,+47d52m49.31s,47.880364,799.008,,,13.7399,0.00062,-0.00062
Kepler-529 d,Kepler-529,1,19h03m33.22s,285.8884067,+47d52m49.31s,47.880364,799.008,,,13.7399,0.00062,-0.00062
Kepler-53 b,Kepler-53,1,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.07,65.81,-60.13,15.3877,0.000372,-0.000372
Kepler-53 c,Kepler-53,1,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.07,65.81,-60.13,15.3877,0.000372,-0.000372
Kepler-53 d,Kepler-53,1,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.07,65.81,-60.13,15.3877,0.000372,-0.000372
Kepler-530 b,Kepler-530,2,18h53m21.67s,283.3402948,+48d32m56.62s,48.549062,457.709,3.087,-3.046,13.3949,0.000222,-0.000222
Kepler-531 b,Kepler-531,1,19h06m05.92s,286.5246582,+48d41m00.77s,48.6835481,252.762,0.822,-0.816,13.2923,0.000209,-0.000209
Kepler-532 b,Kepler-532,1,19h54m38.62s,298.6609094,+48d36m22.69s,48.6063022,312.798,1.951,-1.928,13.5036,0.000562,-0.000562
Kepler-533 b,Kepler-533,1,19h34m44.57s,293.6856893,+48d49m29.97s,48.8249915,302.955,1.4395,-1.4395,13.9246,0.000257,-0.000257
Kepler-534 b,Kepler-534,1,19h45m40.46s,296.4185696,+49d32m24.53s,49.540148,570.659,11.599,-11.155,13.231,0.000284,-0.000284
Kepler-534 c,Kepler-534,1,19h45m40.46s,296.4185696,+49d32m24.53s,49.540148,570.659,11.599,-11.155,13.231,0.000284,-0.000284
Kepler-535 b,Kepler-535,1,19h46m16.00s,296.5666587,+49d41m46.23s,49.6961742,685.599,5.968,-5.868,13.1197,0.000254,-0.000254
Kepler-536 b,Kepler-536,1,19h50m56.73s,297.7363605,+49d38m13.56s,49.637101,462.322,15.184,-15.184,13.7823,0.001189,-0.001189
Kepler-537 b,Kepler-537,1,19h19m31.34s,289.8805804,+51d16m37.17s,51.2769907,439.4,2.398,-2.372,13.0657,0.000256,-0.000256
Kepler-538 b,Kepler-538,2,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.956,0.709,-0.703,11.1647,0.000516,-0.000516
Kepler-539 b,Kepler-539,1,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.318,3.57,-3.489,12.379,0.000402,-0.000402
Kepler-539 c,Kepler-539,1,19h56m29.39s,299.1224639,+41d52m00.46s,41.8667953,307.318,3.57,-3.489,12.379,0.000402,-0.000402
Kepler-54 b,Kepler-54,1,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.701,2.9175,-2.9175,15.8133,0.000603,-0.000603
Kepler-54 c,Kepler-54,1,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.701,2.9175,-2.9175,15.8133,0.000603,-0.000603
Kepler-54 d,Kepler-54,1,19h39m05.74s,294.7739245,+43d03m22.31s,43.0561976,271.701,2.9175,-2.9175,15.8133,0.000603,-0.000603
Kepler-540 b,Kepler-540,1,19h22m30.00s,290.6249953,+44d52m25.59s,44.8737757,390.374,3.992,-3.914,12.1868,0.000194,-0.000194
Kepler-541 b,Kepler-541,1,19h36m35.92s,294.1496529,+38d27m29.55s,38.458207,1060.68,16.64,-16.14,13.228,0.000198,-0.000198
Kepler-542 b,Kepler-542,1,19h28m51.59s,292.2149697,+38d32m54.77s,38.5485469,436.016,3.23,-3.184,13.4161,0.000216,-0.000216
Kepler-543 b,Kepler-543,1,19h08m52.49s,287.2187273,+38d51m45.13s,38.8625366,221.802,1.036,-1.027,13.3744,0.000488,-0.000488
Kepler-544 b,Kepler-544,1,19h36m06.98s,294.0290734,+39d03m06.44s,39.0517893,963.18,13.6765,-13.6765,13.5408,0.000236,-0.000236
Kepler-545 b,Kepler-545,1,19h22m15.92s,290.5663221,+40d41m31.47s,40.6920756,818.001,12.451,-12.09,14.105,0.000237,-0.000237
Kepler-546 b,Kepler-546,1,18h53m01.82s,283.257573,+40d59m25.47s,40.9904095,1019.65,17.84,-17.25,14.251,0.000279,-0.000279
Kepler-547 b,Kepler-547,1,19h04m28.46s,286.1185888,+44d20m42.74s,44.3452063,378.972,3.978,-3.896,14.207,0.000434,-0.000434
Kepler-548 b,Kepler-548,1,19h59m37.42s,299.9059167,+45d26m22.60s,45.4396103,751.776,13.0105,-13.0105,14.9844,0.000306,-0.000306
Kepler-549 b,Kepler-549,1,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,635.145,7.022,-6.872,14.6226,0.000272,-0.000272
Kepler-549 c,Kepler-549,1,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,635.145,7.022,-6.872,14.6226,0.000272,-0.000272
Kepler-549 d,Kepler-549,1,18h52m05.48s,283.0228527,+47d15m40.12s,47.2611431,635.145,7.022,-6.872,14.6226,0.000272,-0.000272
Kepler-55 b,Kepler-55,1,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.796,9.604,-9.3,15.7813,0.000519,-0.000519
Kepler-55 c,Kepler-55,1,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.796,9.604,-9.3,15.7813,0.000519,-0.000519
Kepler-55 d,Kepler-55,1,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.796,9.604,-9.3,15.7813,0.000519,-0.000519
Kepler-55 e,Kepler-55,1,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.796,9.604,-9.3,15.7813,0.000519,-0.000519
Kepler-55 f,Kepler-55,1,19h00m40.40s,285.1683291,+44d01m35.36s,44.0264898,578.796,9.604,-9.3,15.7813,0.000519,-0.000519
Kepler-550 b,Kepler-550,1,19h50m48.04s,297.7001786,+47d51m49.34s,47.8637046,531.944,4.874,-4.787,14.4716,0.000386,-0.000386
Kepler-551 b,Kepler-551,1,19h01m56.41s,285.485045,+48d03m15.76s,48.0543774,311.175,2.107,-2.08,14.8603,0.000443,-0.000443
Kepler-552 b,Kepler-552,1,19h22m59.45s,290.7476903,+48d14m31.14s,48.2419838,843.689,11.8035,-11.8035,14.2624,0.000253,-0.000253
Kepler-553 b,Kepler-553,1,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.525,12.571,-12.571,14.9567,0.000346,-0.000346
Kepler-553 c,Kepler-553,1,19h54m12.21s,298.5508922,+48d19m57.15s,48.3325405,728.525,12.571,-12.571,14.9567,0.000346,-0.000346
Kepler-554 b,Kepler-554,1,19h45m37.66s,296.4068982,+51d21m29.50s,51.3581938,690.525,8.712,-8.502,14.2961,0.000256,-0.000256
Kepler-555 b,Kepler-555,1,19h02m04.05s,285.516872,+38d55m56.85s,38.9324587,973.121,18.276,-17.626,14.161,0.000303,-0.000303
Kepler-556 b,Kepler-556,1,19h22m07.08s,290.5294799,+38d56m33.83s,38.9427306,674.598,9.132,-9.132,14.1247,0.00024,-0.00024
Kepler-557 b,Kepler-557,1,19h34m50.02s,293.7084179,+41d36m54.39s,41.6151084,2097.12,119.115,-119.115,14.6387,0.000348,-0.000348
Kepler-558 b,Kepler-558,1,18h58m37.91s,284.6579709,+42d39m09.63s,42.6526751,661.876,10.066,-9.773,14.9538,0.000557,-0.000557
Kepler-559 b,Kepler-559,1,19h46m32.85s,296.6368878,+43d48m10.06s,43.8027948,776.708,14.957,-14.411,14.7424,0.000319,-0.000319
Kepler-56 b,Kepler-56,1,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,912.994,23.5465,-23.5465,12.4298,0.000169,-0.000169
Kepler-56 c,Kepler-56,1,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,912.994,23.5465,-23.5465,12.4298,0.000169,-0.000169
Kepler-56 d,Kepler-56,1,19h35m01.99s,293.7583002,+41d52m18.51s,41.871807,912.994,23.5465,-23.5465,12.4298,0.000169,-0.000169
Kepler-560 b,Kepler-560,2,20h00m49.59s,300.2066441,+45d01m05.66s,45.0182402,109.308,0.413,-0.41,14.7511,0.000497,-0.000497
Kepler-561 b,Kepler-561,1,19h34m59.31s,293.7471107,+45d06m25.91s,45.1071981,621.378,9.335,-9.335,14.3316,0.000306,-0.000306
Kepler-561 c,Kepler-561,1,19h34m59.31s,293.7471107,+45d06m25.91s,45.1071981,621.378,9.335,-9.335,14.3316,0.000306,-0.000306
Kepler-562 b,Kepler-562,1,19h20m28.70s,290.1196007,+46d16m25.46s,46.2737393,992.769,22.951,-21.958,14.7427,0.000411,-0.000411
Kepler-563 b,Kepler-563,1,19h29m47.08s,292.4461832,+46d17m23.12s,46.2897548,565.207,7.512,-7.512,14.7389,0.000382,-0.000382
Kepler-564 b,Kepler-564,1,19h47m21.21s,296.8383661,+46d37m35.01s,46.6263912,863.037,14.8155,-14.8155,14.7194,0.000393,-0.000393
Kepler-565 b,Kepler-565,1,18h54m28.34s,283.6180825,+47d11m48.41s,47.1967793,1041,144.142,-81.931,,,
Kepler-566 b,Kepler-566,1,19h26m13.07s,291.5544735,+47d48m51.97s,47.8144362,564.277,8.5675,-8.5675,14.9644,0.000409,-0.000409
Kepler-567 b,Kepler-567,1,19h50m41.43s,297.6726072,+48d18m08.44s,48.3023458,558.81,6.355,-6.216,14.6694,0.000568,-0.000568
Kepler-568 b,Kepler-568,1,19h52m25.47s,298.1061315,+48d24m05.92s,48.4016448,130.645,0.497,-0.494,14.2513,0.000447,-0.000447
Kepler-569 b,Kepler-569,1,18h54m01.73s,283.507219,+48d33m09.48s,48.552633,638.301,7.173,-7.017,14.0822,0.000246,-0.000246
Kepler-57 b,Kepler-57,1,19h34m33.92s,293.6413146,+44d39m25.45s,44.6570692,644.14,8.6285,-8.6285,14.7738,0.000286,-0.000286
Kepler-57 c,Kepler-57,1,19h34m33.92s,293.6413146,+44d39m25.45s,44.6570692,644.14,8.6285,-8.6285,14.7738,0.000286,-0.000286
Kepler-570 b,Kepler-570,1,19h21m45.03s,290.4376111,+48d47m30.69s,48.7918597,568.148,5.2825,-5.2825,14.3288,0.000338,-0.000338
Kepler-571 b,Kepler-571,1,19h06m12.25s,286.5510448,+49d25m07.43s,49.418731,723.875,9.971,-9.708,14.6536,0.000283,-0.000283
Kepler-572 b,Kepler-572,1,19h24m53.08s,291.221172,+50d34m52.86s,50.5813487,504.667,4.871,-4.871,14.4853,0.000325,-0.000325
Kepler-573 b,Kepler-573,1,19h18m05.09s,289.5211955,+51d14m14.66s,51.2374057,771.471,10.1285,-10.1285,14.1359,0.000254,-0.000254
Kepler-574 b,Kepler-574,1,19h20m59.29s,290.2470519,+52d08m56.78s,52.1491051,682.896,8.1815,-8.1815,14.5392,0.000285,-0.000285
Kepler-575 b,Kepler-575,1,19h07m51.33s,286.9638856,+37d49m46.61s,37.8296147,853.977,14.787,-14.301,14.7124,0.000263,-0.000263
Kepler-576 b,Kepler-576,1,19h40m43.89s,295.1828896,+38d39m15.13s,38.6542028,617.55,11.337,-10.943,14.382,0.000268,-0.000268
Kepler-577 b,Kepler-577,1,19h38m50.88s,294.7119855,+39d04m25.43s,39.0737317,524.247,7.561,-7.352,14.9368,0.000362,-0.000362
Kepler-578 b,Kepler-578,1,19h15m01.20s,288.7549882,+39d33m49.31s,39.563696,541.432,6.91,-6.741,14.4107,0.000796,-0.000796
Kepler-579 b,Kepler-579,1,19h40m00.50s,295.0020771,+39d57m10.30s,39.9528613,530.765,5.11,-5.014,14.2462,0.000244,-0.000244
Kepler-58 b,Kepler-58,1,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.252,24.478,-23.32,14.8663,0.000318,-0.000318
Kepler-58 c,Kepler-58,1,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.252,24.478,-23.32,14.8663,0.000318,-0.000318
Kepler-58 d,Kepler-58,1,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.252,24.478,-23.32,14.8663,0.000318,-0.000318
Kepler-58 e,Kepler-58,1,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.252,24.478,-23.32,14.8663,0.000318,-0.000318
Kepler-580 b,Kepler-580,1,18h53m59.94s,283.4997537,+40d33m10.10s,40.5528053,323.899,2.575,-2.536,14.9505,0.000332,-0.000332
Kepler-581 b,Kepler-581,1,19h41m43.84s,295.4326552,+40d38m53.47s,40.6481874,703.758,13.732,-13.225,14.5302,0.000318,-0.000318
Kepler-582 b,Kepler-582,1,19h50m00.89s,297.503718,+41d03m25.32s,41.0570326,613.179,9.115,-8.857,14.9129,0.000683,-0.000683
Kepler-583 b,Kepler-583,1,18h48m26.72s,282.1113206,+42d21m16.39s,42.3545514,867.271,13.354,-12.961,14.7985,0.000263,-0.000263
Kepler-584 b,Kepler-584,1,19h12m55.35s,288.230615,+42d24m49.03s,42.4136181,1848.84,79.45,-73.28,14.8141,0.000315,-0.000315
Kepler-585 b,Kepler-585,1,19h06m06.84s,286.5284924,+43d52m24.15s,43.8733751,585.187,5.537,-5.537,14.0171,0.000468,-0.000468
Kepler-586 b,Kepler-586,1,19h32m13.73s,293.0571982,+45d33m04.06s,45.5511266,693.766,10.3935,-10.3935,14.4125,0.000285,-0.000285
Kepler-587 b,Kepler-587,1,19h14m40.96s,288.6706571,+47d23m56.85s,47.3991249,787.894,12.11,-11.755,14.8658,0.000331,-0.000331
Kepler-588 b,Kepler-588,1,18h57m01.74s,284.2572531,+47d41m20.07s,47.6889081,1209.4,28.12,-26.9,14.6813,0.000272,-0.000272
Kepler-589 b,Kepler-589,1,18h42m33.94s,280.6414331,+47d45m07.41s,47.7520581,612.803,7.885,-7.692,14.6611,0.00031,-0.00031
Kepler-589 c,Kepler-589,1,18h42m33.94s,280.6414331,+47d45m07.41s,47.7520581,612.803,7.885,-7.692,14.6611,0.00031,-0.00031
Kepler-59 b,Kepler-59,1,19h08m09.48s,287.0394932,+46d38m24.60s,46.6401677,1163.22,22.14,-21.34,14.2786,0.000239,-0.000239
